Sales_Value,date,product
6300,31/05/2016 00:00,HOSE PUMP TO DUMP VLV
6300,30/06/2016 00:00,HOSE PUMP TO DUMP VLV
6300,31/07/2016 00:00,HOSE PUMP TO DUMP VLV
6300,31/08/2016 00:00,HOSE PUMP TO DUMP VLV
7700,30/09/2016 00:00,HOSE PUMP TO DUMP VLV
7700,31/10/2016 00:00,HOSE PUMP TO DUMP VLV
10500,30/11/2016 00:00,HOSE PUMP TO DUMP VLV
10500,31/12/2016 00:00,HOSE PUMP TO DUMP VLV
4900,31/01/2017 00:00,HOSE PUMP TO DUMP VLV
6300,28/02/2017 00:00,HOSE PUMP TO DUMP VLV
6300,31/03/2017 00:00,HOSE PUMP TO DUMP VLV
6300,30/04/2017 00:00,HOSE PUMP TO DUMP VLV
7700,31/05/2017 00:00,HOSE PUMP TO DUMP VLV
7700,30/06/2017 00:00,HOSE PUMP TO DUMP VLV
7700,31/07/2017 00:00,HOSE PUMP TO DUMP VLV
7700,31/08/2017 00:00,HOSE PUMP TO DUMP VLV
9100,30/09/2017 00:00,HOSE PUMP TO DUMP VLV
7700,31/10/2017 00:00,HOSE PUMP TO DUMP VLV
11900,30/11/2017 00:00,HOSE PUMP TO DUMP VLV
10500,31/12/2017 00:00,HOSE PUMP TO DUMP VLV
6300,31/01/2018 00:00,HOSE PUMP TO DUMP VLV
7700,28/02/2018 00:00,HOSE PUMP TO DUMP VLV
7700,31/03/2018 00:00,HOSE PUMP TO DUMP VLV
7700,30/04/2018 00:00,HOSE PUMP TO DUMP VLV
7700,31/05/2018 00:00,HOSE PUMP TO DUMP VLV
9100,30/06/2018 00:00,HOSE PUMP TO DUMP VLV
7700,31/07/2018 00:00,HOSE PUMP TO DUMP VLV
9100,31/08/2018 00:00,HOSE PUMP TO DUMP VLV
9100,30/09/2018 00:00,HOSE PUMP TO DUMP VLV
10500,31/10/2018 00:00,HOSE PUMP TO DUMP VLV
13300,30/11/2018 00:00,HOSE PUMP TO DUMP VLV
11900,31/12/2018 00:00,HOSE PUMP TO DUMP VLV
6300,31/01/2019 00:00,HOSE PUMP TO DUMP VLV
9100,28/02/2019 00:00,HOSE PUMP TO DUMP VLV
7700,31/03/2019 00:00,HOSE PUMP TO DUMP VLV
9100,30/04/2019 00:00,HOSE PUMP TO DUMP VLV
9100,31/05/2019 00:00,HOSE PUMP TO DUMP VLV
10500,30/06/2019 00:00,HOSE PUMP TO DUMP VLV
10500,31/07/2019 00:00,HOSE PUMP TO DUMP VLV
10500,31/08/2019 00:00,HOSE PUMP TO DUMP VLV
10500,30/09/2019 00:00,HOSE PUMP TO DUMP VLV
11900,31/10/2019 00:00,HOSE PUMP TO DUMP VLV
14700,30/11/2019 00:00,HOSE PUMP TO DUMP VLV
16100,31/12/2019 00:00,HOSE PUMP TO DUMP VLV
7700,31/01/2020 00:00,HOSE PUMP TO DUMP VLV
10500,29/02/2020 00:00,HOSE PUMP TO DUMP VLV
9100,31/03/2020 00:00,HOSE PUMP TO DUMP VLV
10500,30/04/2020 00:00,HOSE PUMP TO DUMP VLV
11900,31/05/2020 00:00,HOSE PUMP TO DUMP VLV
13300,30/06/2020 00:00,HOSE PUMP TO DUMP VLV
13300,31/07/2020 00:00,HOSE PUMP TO DUMP VLV
11900,31/08/2020 00:00,HOSE PUMP TO DUMP VLV
14700,30/09/2020 00:00,HOSE PUMP TO DUMP VLV
13300,31/10/2020 00:00,HOSE PUMP TO DUMP VLV
14700,30/11/2020 00:00,HOSE PUMP TO DUMP VLV
17500,31/12/2020 00:00,HOSE PUMP TO DUMP VLV
9100,31/01/2021 00:00,HOSE PUMP TO DUMP VLV
11900,28/02/2021 00:00,HOSE PUMP TO DUMP VLV
11900,31/03/2021 00:00,HOSE PUMP TO DUMP VLV
13300,30/04/2021 00:00,HOSE PUMP TO DUMP VLV
11900,31/05/2021 00:00,HOSE PUMP TO DUMP VLV
13300,30/06/2021 00:00,HOSE PUMP TO DUMP VLV
14700,31/07/2021 00:00,HOSE PUMP TO DUMP VLV
13300,31/08/2021 00:00,HOSE PUMP TO DUMP VLV
16100,30/09/2021 00:00,HOSE PUMP TO DUMP VLV
17500,31/10/2021 00:00,HOSE PUMP TO DUMP VLV
16100,30/11/2021 00:00,HOSE PUMP TO DUMP VLV
20300,31/12/2021 00:00,HOSE PUMP TO DUMP VLV
10500,31/01/2022 00:00,HOSE PUMP TO DUMP VLV
11900,28/02/2022 00:00,HOSE PUMP TO DUMP VLV
13300,31/03/2022 00:00,HOSE PUMP TO DUMP VLV
14700,30/04/2022 00:00,HOSE PUMP TO DUMP VLV
13300,31/05/2022 00:00,HOSE PUMP TO DUMP VLV
16100,30/06/2022 00:00,HOSE PUMP TO DUMP VLV
14700,31/07/2022 00:00,HOSE PUMP TO DUMP VLV
16100,31/08/2022 00:00,HOSE PUMP TO DUMP VLV
17500,30/09/2022 00:00,HOSE PUMP TO DUMP VLV
16100,31/10/2022 00:00,HOSE PUMP TO DUMP VLV
18900,30/11/2022 00:00,HOSE PUMP TO DUMP VLV
21700,31/12/2022 00:00,HOSE PUMP TO DUMP VLV
11900,31/01/2023 00:00,HOSE PUMP TO DUMP VLV
13300,28/02/2023 00:00,HOSE PUMP TO DUMP VLV
13300,31/03/2023 00:00,HOSE PUMP TO DUMP VLV
16100,30/04/2023 00:00,HOSE PUMP TO DUMP VLV
14700,31/05/2023 00:00,HOSE PUMP TO DUMP VLV
16100,30/06/2023 00:00,HOSE PUMP TO DUMP VLV
16100,31/07/2023 00:00,HOSE PUMP TO DUMP VLV
16100,31/08/2023 00:00,HOSE PUMP TO DUMP VLV
18900,30/09/2023 00:00,HOSE PUMP TO DUMP VLV
17500,31/10/2023 00:00,HOSE PUMP TO DUMP VLV
21700,30/11/2023 00:00,HOSE PUMP TO DUMP VLV
2500,30/06/2011 00:00,HOSE ASSY
1500,31/07/2011 00:00,HOSE ASSY
1500,31/08/2011 00:00,HOSE ASSY
2500,30/09/2011 00:00,HOSE ASSY
2500,31/10/2011 00:00,HOSE ASSY
2500,30/11/2011 00:00,HOSE ASSY
3500,31/12/2011 00:00,HOSE ASSY
1500,31/01/2012 00:00,HOSE ASSY
1500,29/02/2012 00:00,HOSE ASSY
1500,31/03/2012 00:00,HOSE ASSY
1500,30/04/2012 00:00,HOSE ASSY
1500,31/05/2012 00:00,HOSE ASSY
2500,30/06/2012 00:00,HOSE ASSY
2500,31/07/2012 00:00,HOSE ASSY
2500,31/08/2012 00:00,HOSE ASSY
2500,30/09/2012 00:00,HOSE ASSY
2500,31/10/2012 00:00,HOSE ASSY
4500,30/11/2012 00:00,HOSE ASSY
4500,31/12/2012 00:00,HOSE ASSY
1500,31/01/2013 00:00,HOSE ASSY
2500,28/02/2013 00:00,HOSE ASSY
2500,31/03/2013 00:00,HOSE ASSY
2500,30/04/2013 00:00,HOSE ASSY
2500,31/05/2013 00:00,HOSE ASSY
2500,30/06/2013 00:00,HOSE ASSY
3500,31/07/2013 00:00,HOSE ASSY
3500,31/08/2013 00:00,HOSE ASSY
3500,30/09/2013 00:00,HOSE ASSY
3500,31/10/2013 00:00,HOSE ASSY
5500,30/11/2013 00:00,HOSE ASSY
5500,31/12/2013 00:00,HOSE ASSY
2500,31/01/2014 00:00,HOSE ASSY
2500,28/02/2014 00:00,HOSE ASSY
2500,31/03/2014 00:00,HOSE ASSY
3500,30/04/2014 00:00,HOSE ASSY
3500,31/05/2014 00:00,HOSE ASSY
3500,30/06/2014 00:00,HOSE ASSY
3500,31/07/2014 00:00,HOSE ASSY
3500,31/08/2014 00:00,HOSE ASSY
3500,30/09/2014 00:00,HOSE ASSY
4500,31/10/2014 00:00,HOSE ASSY
4500,30/11/2014 00:00,HOSE ASSY
5500,31/12/2014 00:00,HOSE ASSY
2500,31/01/2015 00:00,HOSE ASSY
3500,28/02/2015 00:00,HOSE ASSY
3500,31/03/2015 00:00,HOSE ASSY
3500,30/04/2015 00:00,HOSE ASSY
3500,31/05/2015 00:00,HOSE ASSY
3500,30/06/2015 00:00,HOSE ASSY
4500,31/07/2015 00:00,HOSE ASSY
3500,31/08/2015 00:00,HOSE ASSY
4500,30/09/2015 00:00,HOSE ASSY
4500,31/10/2015 00:00,HOSE ASSY
5500,30/11/2015 00:00,HOSE ASSY
6500,31/12/2015 00:00,HOSE ASSY
3500,31/01/2016 00:00,HOSE ASSY
3500,29/02/2016 00:00,HOSE ASSY
4500,31/03/2016 00:00,HOSE ASSY
4500,30/04/2016 00:00,HOSE ASSY
4500,31/05/2016 00:00,HOSE ASSY
4500,30/06/2016 00:00,HOSE ASSY
4500,31/07/2016 00:00,HOSE ASSY
4500,31/08/2016 00:00,HOSE ASSY
5500,30/09/2016 00:00,HOSE ASSY
5500,31/10/2016 00:00,HOSE ASSY
7500,30/11/2016 00:00,HOSE ASSY
7500,31/12/2016 00:00,HOSE ASSY
3500,31/01/2017 00:00,HOSE ASSY
4500,28/02/2017 00:00,HOSE ASSY
4500,31/03/2017 00:00,HOSE ASSY
4500,30/04/2017 00:00,HOSE ASSY
5500,31/05/2017 00:00,HOSE ASSY
5500,30/06/2017 00:00,HOSE ASSY
5500,31/07/2017 00:00,HOSE ASSY
5500,31/08/2017 00:00,HOSE ASSY
6500,30/09/2017 00:00,HOSE ASSY
5500,31/10/2017 00:00,HOSE ASSY
8500,30/11/2017 00:00,HOSE ASSY
7500,31/12/2017 00:00,HOSE ASSY
4500,31/01/2018 00:00,HOSE ASSY
5500,28/02/2018 00:00,HOSE ASSY
5500,31/03/2018 00:00,HOSE ASSY
5500,30/04/2018 00:00,HOSE ASSY
5500,31/05/2018 00:00,HOSE ASSY
6500,30/06/2018 00:00,HOSE ASSY
5500,31/07/2018 00:00,HOSE ASSY
6500,31/08/2018 00:00,HOSE ASSY
6500,30/09/2018 00:00,HOSE ASSY
7500,31/10/2018 00:00,HOSE ASSY
9500,30/11/2018 00:00,HOSE ASSY
8500,31/12/2018 00:00,HOSE ASSY
4500,31/01/2019 00:00,HOSE ASSY
6500,28/02/2019 00:00,HOSE ASSY
5500,31/03/2019 00:00,HOSE ASSY
6500,30/04/2019 00:00,HOSE ASSY
6500,31/05/2019 00:00,HOSE ASSY
7500,30/06/2019 00:00,HOSE ASSY
7500,31/07/2019 00:00,HOSE ASSY
7500,31/08/2019 00:00,HOSE ASSY
7500,30/09/2019 00:00,HOSE ASSY
8500,31/10/2019 00:00,HOSE ASSY
10500,30/11/2019 00:00,HOSE ASSY
11500,31/12/2019 00:00,HOSE ASSY
5500,31/01/2020 00:00,HOSE ASSY
7500,29/02/2020 00:00,HOSE ASSY
6500,31/03/2020 00:00,HOSE ASSY
7500,30/04/2020 00:00,HOSE ASSY
8500,31/05/2020 00:00,HOSE ASSY
9500,30/06/2020 00:00,HOSE ASSY
9500,31/07/2020 00:00,HOSE ASSY
8500,31/08/2020 00:00,HOSE ASSY
10500,30/09/2020 00:00,HOSE ASSY
9500,31/10/2020 00:00,HOSE ASSY
10500,30/11/2020 00:00,HOSE ASSY
12500,31/12/2020 00:00,HOSE ASSY
6500,31/01/2021 00:00,HOSE ASSY
8500,28/02/2021 00:00,HOSE ASSY
8500,31/03/2021 00:00,HOSE ASSY
9500,30/04/2021 00:00,HOSE ASSY
8500,31/05/2021 00:00,HOSE ASSY
9500,30/06/2021 00:00,HOSE ASSY
10500,31/07/2021 00:00,HOSE ASSY
9500,31/08/2021 00:00,HOSE ASSY
11500,30/09/2021 00:00,HOSE ASSY
12500,31/10/2021 00:00,HOSE ASSY
11500,30/11/2021 00:00,HOSE ASSY
14500,31/12/2021 00:00,HOSE ASSY
7500,31/01/2022 00:00,HOSE ASSY
8500,28/02/2022 00:00,HOSE ASSY
9500,31/03/2022 00:00,HOSE ASSY
10500,30/04/2022 00:00,HOSE ASSY
9500,31/05/2022 00:00,HOSE ASSY
11500,30/06/2022 00:00,HOSE ASSY
10500,31/07/2022 00:00,HOSE ASSY
11500,31/08/2022 00:00,HOSE ASSY
12500,30/09/2022 00:00,HOSE ASSY
11500,31/10/2022 00:00,HOSE ASSY
13500,30/11/2022 00:00,HOSE ASSY
15500,31/12/2022 00:00,HOSE ASSY
8500,31/01/2023 00:00,HOSE ASSY
9500,28/02/2023 00:00,HOSE ASSY
9500,31/03/2023 00:00,HOSE ASSY
11500,30/04/2023 00:00,HOSE ASSY
10500,31/05/2023 00:00,HOSE ASSY
11500,30/06/2023 00:00,HOSE ASSY
11500,31/07/2023 00:00,HOSE ASSY
11500,31/08/2023 00:00,HOSE ASSY
13500,30/09/2023 00:00,HOSE ASSY
12500,31/10/2023 00:00,HOSE ASSY
15500,30/11/2023 00:00,HOSE ASSY
